,text,sentiment
6930,"Pertama ke mall setelah omicron, kocak bat bisa ketemu sama sahabat lo yg tiap hari kontakan padahal ga janjian dan ga tau agenda masing2.. trus tau2an nyari kita dmn LOL https://t.co/eED9dcgDOa",10
6931,"Pak @jokowi @DPR_RI kata om luhut si tukang bisnis omicron, kata dia punya big data, 110 juta rakyat indo setuju penundaan pemilu, tolong kasih om luhut..data itu bisa di buat dan di ubah..rakyat sekarang bukan bodoh seperti om luhut..mau nipu pakai akal.. @Minang_cyber  benar gk",7
6932,"@convomf Lg musim demam (omicron), ngantuuk abis begadang nnton badminton, matiin data seluler seharian",-5
6933,gue takut bgt everytime ditanya sakit apa trs gw mau jawab covid karena tkt dikira lebay sama orang knowing omicron tuh kayak “flu biasa” (krn mostly di org symtoms nya jg b aja) PADAHAK DI GUE GEJALA NYA KAYAK YA ALLAH IT’S ———- TERRIBLE TERRIBLE TERRIBLEEEEEEEE 😣😣😣😣😣😣😣,-1
6934,"BTW td ak tenkok kan gejala omicron, trs mikir lah kayany bnr dh kmrn2 ak omicron soalny mirip bgt anjirr;( PANTES TMN Q NGOTOT KALO AK NIE OMICRON TRNYATA MMG OMICRON AGANYH;((((",1
6935,Alhamdulillah. Senyum lebar setelah 10 hari demam naik turun karena terpapar omicron. Batuk sudah hilang. Tinggal sisa pilek dikiittt. Sehat terus 😘 https://t.co/OveEE3gkoN,7
6936,"varian omicron dengan menyelenggarakan “ Webinar Serba-Serbi Vaksinasi &amp; Kiat Mengurangi Penyebaran Varian Omicron “ yang akan dilaksanakan pada:

📆Minggu, 20 Maret 2022
⏰13.30 WIB
🎥Via Zoom Meeting",5
6937,"Haii Sobat Relawan!🤗
Dengan diumumkannya kemunculan varian terbaru covid-19 yaitu varian omicron, membuat kita harus tetap waspada dalam menjalankan berbagai aktivitas. Lantas apakah ada cara mencegah penularan varian omicron ini dan apa pula kaitannya dengan vaksinasi (cont..)",12
6938,@ilikenoblue Ngga gituuu heh maksudnya masih takut ada omicron kan 😭😭,0
6939,"@ilikenoblue Lah bener juga, maaf tante saya ngga terima tamu dulu, omicron 🙏🙏🙏",2
6940,Seksa eh omicron ni 😂,0
6941,"@aryndadimas @cremedesea mjb, tanda tanda omicron yang dirasain apa aja ya?",-4
6942,"@luciaaw_ @Arifhidayat__ di rumah saja, baru bergejala seperti omicron😀",3
6943,@duittonium Hahah tak tau la batch delta ke batch omicron,0
6944,@aimmanonline Hahaha masih survive dari omicron,0
6945,Plus minus jadi garda terdepan emg ada bgt. Tp lbh ke minusnya ga si krn tiap ada virus baru psti yg dluan kepapar nakes ☹️. Bener aj 5 mgg d koja plg2 bw hadiah omicron wkwkw ude feeling dr pas nganter pasien ke usg mlu 🙂,6
6946,"@gloriousaturn Tetep hati-hati,soalnya saya juga sudah boster dan masih krna omicron",4
6947,@KangHazzie Ati ati kang... dinana omicron tiada muncul virus anu paling ngariweuhkeun... megacron... 😶😶,-3
6948,68 persen pasien Covid-19 varian omicron yang meninggal dunia belum divaksinasi. https://t.co/4tAoNuEKxI,-2
6949,Eh conte ni bukan banyak kali postpone game time awal² omicron hari tu? https://t.co/ZpF88i91Ej,4
6950,"Satgas Covid-19 meminta agar warga negara Indonesia untuk tidak melakukan kunjungan ke Korea Selatan, China dan Hongkong China, setelah tiga negara tersebut, terus menerus mengalami peningkatan jumlah kasus baru Covid-19 varian omicron, bahkan kasus di Korea Selatan paling tinggi",8
6951,@cypherp0nk Harusnya udah. Asal ga ada varian baru yang lebih ngehe. Kmrin pas omicron juga sbnrnya parah. Di kampung2 banyak yang demam sekampung. Tapi pada aman.,1
6952,"@archeriiiego Status sama usn biar seirama Buk 🤣
Mana lagi kedatengan tamu segala ini (omicron). Pusing udah lengkap 🤣",3
6953,"Ya Allah sempitnya dada , dh lama tak rasa mcm ni, omicron ni betul betul attack lungs balik",1
6954,"@MalaysiaGazette Bila nk mengundi je covid, omicron, vaksin, S.O.P. semua tu hilang.. yg bakal muncul tahicron yg bakal diterima Rakyat",6
6955,"Apakah Masih Percaya dengan permainan setan agar manusia sakit terus.Tunggu keluar vaksin keempat jadi omicron sudah tdk berlaku bahkan mereka senang wabah buatan terus bergulir agar uang mengalir ke oknum

https://t.co/XJIjtRKrCF",-4
6956,@Prabhu_TKK @Pumba_kettavan @ondriya_omicron @ParuppuVadai_ @baldeagle_offic @SATHEES90520908 Call sheet lam pending la kidakku seekiram America vanthu seru,2
6957,@missufe Lagi kena omicron makji. Full di rumah 😴,0
6958,"@missufe Lagi kena omicron ini makji, full di rumah 🥴🥴",0
6959,Omicron lagi sepi nih gegara ada motogp kita liat nanti nih menjelang ramadhan kekira naik lagi ga nih omicron? @jokowi,2
6960,Akhir2 ini gue sering banget lupa anjerrr. Baru diminta tolong 15 menit lalu terua udah lupa aja lo jir. Kayanya sekarang apa2 mesti dicatet deh. Apakah ini efek dr omicron jd cepet lupa,-4
6961,"Ayam-ayam tetangga pada lemes, kena omicron apa yakk",-6
6962,"@ririzuka Yah kan ini omicron ama saudara nya stealth omicron tuh cepet bet bgt nyebar nya makanya seremmm
Cepet sembuh bu riri😘",12
6963,"Lepas kena varian omicron baru² ni,

Aku dah hilang satu nikmat yang dahulunya ada pada aku

Aku dah tak boleh menyanyi.😭 Suara nyaring / pitch tinggi tu dah tak bunyi langsung. Bunyi angin jer

Kalau tak, dulu orang keliru. Mana satu BunkMay, mana satu Azlan &amp; The Typewritter",-3
6964,"@abbiecutie_ @Iyink7 aku wingi pas isoman omicron yo tak hajar mnum bear brand slama sminggu.asline gak enak,enakn sing manis😋",13
6965,Guys ada yg tau gejala omicron ga?,0
6966,"Biiin🥺 gpp insyaAllah gpp klo omicron ga sejahat itu ko, istirahat yg banyak yaah. aku tahu Abin anak sehat tubuhnya kuat ya ga?? Krn ibunya Abin rajin dan cermat😭😭

*lah malah nyanyi🤧 https://t.co/klxAIzJyEM",16
6967,"Kasus Harian Covid-19 di Indonesia Bertambah 9.528 Orang 
#omicron #covid19 #kasusharian #pandemi #satgascovid
https://t.co/2iKE3gmGOi",-10
6968,"@StopPlandemit Ke anak 3 omicron, persiapan Ramadhan dan Idul Fitri",-1
6969,"@HaiRangerPink Insyallah omicron ringan... opomaneh wes vaksin, lossskkan makan enak wkwkwk 💪",11
6970,@CNNIndonesia Son omicron apaan sih??! https://t.co/K5WYYrANFW,0
6971,"@kanjmoto hallo kak yoshi, seru nih tapi sayang belum apa apa udah kepepet sama omicron :( jadi stagenya ditunda huhu",7
6972,"Padahal weekend ini dapet libur jaga 2 hari udah rencana mau holiday keluar kota. Eh apa daya manusya hanya bisa berencana, omicron yang menentukan 🥲",3
6973,"Mafia Migor 
Mafia Migas
Mafia omicron 
RS UMMI 
KM50 
Mafia Konstitusi
Mafia Ngibul
Semuanya berawal dari Gorong-gorong. https://t.co/mFK3RHhuX0",-31
6974,"harini dia boleh ckp “everyone must be uncomfortable because i’m not wearing mask. hahaha” bodonyaaa 😭😭😭 geram lah aku! point nya dkt sini, kau jaga diri kau mcm mana sekalipun, kalau ade hanya sorg yg perangai babeng, mmg tunggu masa je. omicron is diff, its spreading faster.",8
6975,"Waktu omicron dan teman2 nya datang, saya kira yang langka itu vitamin, masker, dan handsanitizer. 
Ternyata yang langka itu Minyak Goreng. Untung nya bukan skincare yg Langka.., bisa jadi belang-belang itu muka nya kalau skincare jadi langka.",-24
6976,@deenstay iyaa cepet bgtt omicron tuh suka jd bikin ga nyangka soalnya tdnya negatif eh selang brp jam positif🥲,13
6977,@seungmeirs omicron secepet itu yaa penyebaran nya 🤧,0
6978,"@txtdrpemerintah ""son of omicron"" wkwkwkwk",0
6979,"@CNNIndonesia Abis itu ntar ada cucu nya omicron, udahlah, rakyat Indonesia dah pada pinter2",8
6980,@taniakresna 2 kali omicron tan?,0
6981,"Itu apaansi yg bkin2 video vaksin

""Nih sy sudah di vaksin, omicron, deltacron, megatron, polytron, jagoan neon, syukron katsiron..."" Lucu jga kaga gblk. Itu2 mulu lawakannya, lebay",8
6982,"@HYUNEVIRUSES wkwk soalnya aku juga udh vaksin ampe booster, jadi pas pisitif pasti ini omicron :"")",3
6983,agak tkut omicron,0
6984,"@jijigemas Kalo omicron emang cepet sih, maksimal banget biasanya seminggu. Tapi mostly 5 - 6 hari juga udah sembuh

Duh Bismillah huhuhu",14
6985,@txtdrpemerintah Pas lebaran ntar son of omicron minta thr sama om delta😭🤌,3
6986,"Dari data sebaran kasus Covid-19 di Indonesia (18 Maret 2022), Jawa Barat menjadi wilayah yang mencatatkan penambahan kasus tertinggi. Yuk, #SayaBISADisiplinProtokolCovid19!

#updatecovid19 #positifcovid19 #omicron #omicronindonesia #varianomicron #jawabarat #jakarta #jawatengah https://t.co/zr2Xo7EFS2",3
6987,"omicron ini emg penularan nya cepet bgt.. tapi kalo liat idol yg lain bnyk yg sembuh dalam waktu 6 hari..

cepet sembuh changbin sayang 🤗",19
6988,aku rasa bukan virus omicron yang menghinggap tapi virus omakan asyik makan je time quarantine ni,-1
6989,@barbajaa @tootime2time_ @epaastudy @rjwnzilv @prettu_u @tanyakanrl Pdhl pas desember-januari dibilangnya udhmulai nurun covid eh pas pemerintah lg produksi vaksin booster pake duit pemerintah kan alias adalah yg masuk kantongnya si ehem :) tbtb covid dikabarin ngelonjak ampe ada omicron lah deltacron lah karna kalo kaya gini kan,6
6990,"Ibuk : muntah2 kui masuk angin...
Aku : buuuk efek omicron buuk ora kabeh2 masuk angin
Ibuk : yo ora,kui sakeng kowene wae gwe klambi gur setugel2 ngasi wudelmu keton..!!!! 
Hadeeeh 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",-14
6991,@putriaridai Son of omicron ki opo? Dia udah bikin keturunan baru? 😯⁉️,1
6992,Curiga di koreya pada kena omicron ini kamsudnya gregesi meriang yang bulan lalu banyak disangkal warga +62,-6
6993,"Ngurus minyak goreng aja belum bisa, Trus mau tiga periode???
Apa kata omicron...",1
6994,@CNNIndonesia Beranak tuh omicron,3
6995,"@Penjaga49644276 Terus masalah omicron, deltacron, Polytron, popcorn gimana???
Udah bebas covid kah? Bisa taraweh di mesjid? Bisa takbiran? Atau gimana nih ???? Maaf, kadrun kurang paham 🤭🤣",0
6996,Perpanjangan PKM Ingatkan kewaspadaan terhadap omicron https://t.co/jWuro1act3,7
6997,"Sekarang corona kek power rangers bisa bergabung. Kemaren varian gabungan varian delta &amp; omicron = deltacron, sekarang varian omicron BA.1 &amp; BA.2 =??? https://t.co/gZhxqT0wpI",-6
6998,@kelaranlaran @AleixEspargaro @instagram Umpel²an omicron e dadi sniper,0
6999,@candygurlyoo @kikydevia Ortu gua udah booster aja kena omicron menn,-7
7000,"@PNS_Ababil Agak pelupa pasca kena omicron, ngos2an",-8
7001,Thanks omicron. Karena lu gue jadi  ngerasain rasanya nelen obat 8tab sekaligus 👍🏻 See you in the next 12 hours😷 https://t.co/OnVVHLcgpC,2
7002,Cape banget tahun lalu gua kena covid sekarang gua kena omicron. Anjir lah,-5
7003,"@JulesJulietta Ok noted kak. Kahak baru nk ada, tp rasanya tekak mcm da luka ni, takut nk batuk. I pun kena covid berdebah ni omicron mild where??!!💀🐽🐷🐷😭",-12
7004,"Entah mengapa setelah lulus sarjana s1 omicron rasanya lebih lega gitu. 
Alhamdulillah luna sudah s1 juga. 
Vaccine works. She only had fever but still vibing https://t.co/kLICQaU0Yt",11
7005,"Semalam parents baru daftar hantar anak ‘ramainya murid belajar sini’ aku senyum je. Dalam hati, sepatutnya lagi ramai tapi sebab omicron ramai parents cutikan anaknya 😅",21
7006,Sakit gila tekak dan dada. Sekarang baru aku tahu apa perasaan dijangkiti omicron.,-9
7007,"@defsdaa HAHAHAA ENYAAAAAAA🤣😂🤣😂. itu menu irit double combonya🤣😂🤣😂. Ahhh jangan lah.. entar sakit tenggorokan.. entar dikira corona omicron :""). Eh tp gorengan harganya masih sama ah disini mah 🤣😂",1
7008,@marpetriani2 @msaid_didu Ini omicron virus apa Jin yah?kok datangnya bln Ramadhan &amp; hari2 besar Islam. Dah lah jangan menggunakan kesempatan dibalik wabah utk menyerang Islam,-9
7009,"@mardianto183072 Sabar, son of omicron lagi nyari jodoh dulu",8
7010,"Demiallah corona"" atau omicron udahan donggg capee anjengg pake masker engapp coooo",1
7011,samaa dong aku abis booster juga langsung kena omicron😃 https://t.co/JciZt3sdQQ,0
7012,"Dulu corona skrng omicron, dulu gamon skrng prenjon🥰",0
7013,@virusketik cegah omicron,2
7014,omicron confius nak serang kepala dia ni belah kiri ke kanan😂,-12
7015,"@buahhpirrr Gws pren ,hati"" omicron",9
7016,"@jowoshitpost Mgkn minggu depan klo yg ngadain ultah itu beli mobil,,si tetangga lsg panas dingin positif omicron",14
7017,"@PNS_Ababil saya alumni delta yg sampe ilang penciuman sm rasa lidah hampir 2 minggu, alhamdulillah di era omicron belom kena2 lagi. Info dari mutual2 yg kena omicron gejalanya ga separah delta yg bikin napas nyesek sm lemes bgt sih, mudah2an tubuh kita makin kebal dgn sendirinya 🙏🏼",0
7018,virus omicron sakitnya anjim banget pengen ngebeledakin kepala!,0
7019,@lilspaceineed hahahaha s.omicron gak tuh,0
7020,"@PNS_Ababil Negatif dari omicron 3 minggu lalu, badan blm berasa fit 100% klo udh kecapean badan sakit semua, tidur bisa seharian tanpa inget lapar, apakah saya zombie 🙃",-21
7021,"Ohh namanya jadi son of omicron.
Kirain jadi syukron. https://t.co/kuXPf6botO",0
7022,"Yaelah jadwal wfo udah ada lagi aja, omicron udah landai ya emang?",0
7023,"@ProfesorZubairi Bukti kopid,omicron sampe cucu nya itu cuma halusinasi lu aja kompressor ..noh ini bukti foto nya mereka baik2 aja kan https://t.co/wlk2AD3yDK",-3
7024,Pemberian dos penggalak berjaya menurunkan kadar kemasukan pesakit COVID19 ke hospital awam daripada ia mula dilaksanakan pada ME 43/2021 sehingga ke kadar paling rendah pada ME 3/2022. Gelombang omicron bermula pada ME 1/2022.,-9
7025,@JUVEERO wkwk alumni omicron bos,3
7026,"Ini pejabat-pejabat kayanya glorifikasi banget sama Moto GP. Kaya gada masalah laen aja gitu, minyak, gula, bpjs ket., omicron. Buset buset..",-6
7027,"ya skrg kan masi rawan omicron kan ya aplgi klo offline 2 angkatan yg ikut PTS and 100% lagi offlinenya buat PTS mikir lah ya gmn ga cepet penyebarannya klo sebanyak itu, katanya taat prokes kok masi ada yg lepas masker",-11
7028,"@CNNIndonesia Makanya sering2 gelar event2 kayak MotoGP dan sejenisnya dijamin gak bakal ada itu yg namanya COVID, omicron, deltacron atau apalah namanya..",-8
7029,@fuckGrammYutube Makasih banget ya sarannya😇 gak enak bgt ternyata kena omicron😭 kemarin udah coba yg kencur digeprek terus diseduh pake air panas alhamdulillah udah berkurang sakit tenggorokannya😭😭,1
7030,"@aryndadimas @cremedesea mau tanya saudara @aryndadimas, gimana efek omicron bagi saudara yg telah vaksin sampai booster?
apakah bergejala? apakah tubuh merasakan sakit? atau baik2 saja?
apabila tubuh saudara baik2 sj atau cuman sakit ringan (kyk flu), apakah cov19 perlu dikhawatirkan?",-15
7031,Pake acara gue kena omicron anying gak enak bgt😭😭😭,-7
7032,@kenzkjks Physical distancing bestii lagi omicron🙏,0
7033,Apa bedanya kamu sm corona? Kalo corona son of omicron kalo kamu son of dajjal 🏯🪆🗿,-2
7034,"@tamanserai @adlialy @aryndadimas @cremedesea Sama, ak juga udah booster trs kena omicron pas sekitaran hari ke-10 setelah booster. Orang2 bilang klo omicron bener2 nyakitin bgt, tp ak kmrn alhamdulilah cuman pilek sm idung mampet biasaa",1
7035,@LOVE_AG4EVER @aniesbaswedan Awas aja udh rame2 kaya gini pas puasa datang tiba2 bahas2 son of omicron..,17
7036,@sntati Allahu Tati! Yg omicron kali ni batuk dia mmg lain mcm gatal + pedih + kahak. Mostly yg + recently semua mmg confirm batuk. Insyaallah makan ubat 4-5hari berkurang tu,-15
7037,@aziziarshad Haah jang..omicron ni simptom mmg ada tp lambat detect pakai test kit melain kalau buat pcr rasa nya terus detect.,-3
7038,"@aditya_lasbor @cremedesea peduli lindungi masih ada tetep tapi ada orang orang yang belum swab, sudah tau sakit dan gejala omicron timbul tetap bepergian",1
7039,Byee omicron! Sampai jumpa di tubuh teman temanku ya 😁,-4
7040,"@kochengmerah Actived merah buat batuk kering. Harganya sekitar 53ribu di indomaret. Pas kena omicron kmrn perlu abis setengahnya padahal biasanya minum sesendok dua sendok, batuk non covid  biasanya udah sembuh.",4
7041,"@Araimerahhh Gak ngerti enek omicron, minyak goreng mahal, dan perang Ukraina to? Astaga komentar terus kayak nitizen, malesin.",-11
7042,"@detikcom Alaaaah, kemarin waktu omicron juga ngomong gak berbahaya... Bullshit",0
7043,"@fvkaji @PatubMbel @fidzma Gue gatau bang, intinya gamau kena omicron lagi 🙏",-8
7044,"Nunggu surat keterangan selesai karantina mandiri ....
Doktere gak mrene-mrene ....

Kan assem ....

Bebas omicron 🤟🤟🤟",-2
7045,@harukyuscoty gue kasian liat idup lo flat aja semenjak cinta terhalang omicron,6
7046,@xzrhopalocera Takiro omicron wes bar wkwkwk gws ontiiii,10
7047,"Duta besar RI untuk Korea Selatan membenarkan bahwa saat ini tingkat kasus infeksi Covid-19 varian omicron di sejumlah kota di Korea Selatan, kembali menunjukkan peningkatan kasus, demikian juga dengan warga yang menghadap Bapa yang di surga akibat Covid-19 varian omicron.",10
7048,"Korea Selatan laporkan adanya peningkatan jumlah kasus baru Covid-19 di negaranya, kemarin, negeri kimchi tersebut mengkonfirmasi adanya 600.000 kasus baru Covid-19 varian omicron dalam satu hari.presiden Yoon suk Yeol larang semua kegiatan yang mengundang kerumunan di Korea",6
7049,Ini knp lendir/dahak di tenggorokan gak ilang2 sih semenjak sakit omicron 😭😭😭,-8
7050,Opsyustisi dalam rangka mencegah penyebaran covid19 varian baru omicron https://t.co/2t14xlGHur,-1
7051,@xlaleahx Kayanya gt..soalnya kena covid mei 2021 mulai sakit2an terus.. bulan kemaren kena omicron dan gejalanya ga ilang2 sampe skrg..terutama kepala..hampir tiap hari sakit kepala tapi ini yg terparah,-27
7052,"@aryndadimas @SumandoGaek @cremedesea sorry sis, aku reply ke tweet si perantau itu kok. dia seolah blg kalo di dalem suntikan itu ada virus makanya setelah kamu selesai vaksin 3 langsung kena omicron",1
7053,@cindynoona Capek bgt beb..di sini malah parah bgt ada varian baru juga turunannya omicron nah itu yg bikin kasus melonjak.. 2 hr lalu kasus 600ribu lebih dlm sehari di korea 😩,9
7054,"miris aja setiap mau bulan puasa sembako naik pedagang gak ada yg beli pembeli gk sanggup beli
belom lagi antrian minya yg dimana mana sll bikin kerumunan padahal katanya lagi waspada omicron
miris dan gondok liat keadaan tapi ya gmna gk bisa apa2 juga",7
7055,"semua dah tak ok darah dia paru paru kesian tau , tak semua antibody kuat nak fighting omicron ni 😡",6
7056,Son of omicron tuh maksud nya anak laki-laki nya si om icron? 🥲 https://t.co/dCxeUBrH2b,0
7057,"Ada kabar gembira kata putriku mulai Senin besok masuk sekolahnya full 100%, horee berarti covid-19 dah bye..bye..bye, ini beneran kabar gembira atau bagaimana ya, kan ada tuh virus varian baru omicron?  Apa yg penting dah vaksin lengkap terus loss doll gitu ya?",11
